Carimbo de data/hora,Você é estudante da UFV em qual nível?,Marque o curso de graduação que você faz,Selecione o curso de mestrado que você faz,Selecione o curso de doutorado que você faz,Selecione o curso de pós-graduação lato-sensu (especialização) que você faz,"Em relação ao seu contato com ferramentas de Inteligência Artificial, como você se classificaria?","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [ChatGPT]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Gemini (Google)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Llama (Meta AI)]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Midjourney]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [DALL-E]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Deepseek]","Em relação às ferramentas de IA listadas a seguir, marque o seu grau de contato com cada uma delas [Outras]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para organizar e orientar meus estudos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para conferir respostas a exercícios e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Incorporo soluções fornecidas pela ferramenta aos meus trabalhos e atividades]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Emprego respostas fornecidas pela IA aos meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para orientar a busca, coleta e análise de material de estudo ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para automatizar tarefas secundárias ou braçais durante meus estudos ou pesquisa]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Peço para a ferramenta fazer resumos de materiais que forneço a ela]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço análise de dados usando a ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para programar ou me auxiliar com programação]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para correção ou revisão de textos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para produzir imagens a serem incluídas em meus trabalhos]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para analisar imagens que forneço à ferramenta]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com matemática]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Uso para me auxiliar com estatística]","Para cada tipo de uso abaixo, marque o quão frequente você usa uma ferramenta de IA para aquela finalidade [Faço apresentações de slides ou pôsteres usando a ferramenta]","Se você faz ou consegue imaginar usos que não foram contemplados na questão anterior, descreva-os aqui. Se for algo que já pratica, indique também a frequência de uso.",O que você entende por IA (Inteligência Artificial)?,"Em relação a IA e o futuro dos estudos e do trabalho, como você se sente?",Qual(is) tipo(s) de debate sobre o tema da Inteligência Artificial você gostaria de ver dentro da UFV?
11/04/2025 22:32:46,Estudante de graduação,Arquitetura e Urbanismo,,,,Uso esporadicamente,Uso corriqueiramente,Apenas ouvi falar,Desconheço,Desconheço,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,"Um algoritmo de texto que prediz, baseado em uma biblioteca extensa, qual a melhor próxima palavra ou ação a ser exibida, de modo que, devido ao grande poder computacional, ofereça respostas rapidamente","Tenho receio ou medo desta tecnologia, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 11:11:34,Estudante de graduação,Química (Licenciatura - Noturno),,,,Incorporei ao meu dia-a-dia,Assino o serviço pago (se houver),Apenas ouvi falar,Desconheço,Desconheço,Somente testei,Somente testei,"Desconheço, Somente testei",Com frequência,Com frequência,Sempre,Esporadicamente,Sempre,Sempre,Sempre,Sempre,Esporadicamente,Sempre,Esporadicamente,Sempre,Com frequência,Com frequência,Esporadicamente,," é quando um sistema consegue aprender, raciocinar, tomar decisões ou resolver problemas, como uma pessoa faria, só que com base em dados, lógica e algoritmos.
","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 11:18:18,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Uso esporadicamente,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Somente testei,Apenas ouvi falar,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,IA são ferramentas tecnológicas capazes de realizar determinadas tarefas por meio da análise de dados,"Acredito que é algo que veio para ficar, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 11:50:45,Estudante de graduação,Arquitetura e Urbanismo,,,,Incorporei ao meu dia-a-dia,Somente testei,Somente testei,Desconheço,Desconheço,Desconheço,Apenas ouvi falar,Desconheço,Com frequência,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade",Com frequência,Com frequência,Nunca usei e não pretendo,Sempre,"Nunca usei, mas tenho curiosidade",Esporadicamente,Com frequência,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Uso para buscar mais matérias e pedir explicação de exercícios que não consegui entender.,"Toda programação que está em paralelo a comunicação e relações da vida, detendo conhecimento como um cérebro humano, capaz de comunicar e transferir idéias.","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Segurança e privacidade, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 11:56:35,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Uso corriqueiramente,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Desconheço,Sempre,Sempre,Com frequência,"Nunca usei, mas tenho curiosidade",Com frequência,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Sempre,Nunca usei e não pretendo,Nunca usei e não pretendo,,Um programa de computador que vem pra ajudar a humanidade no seu desenvolvimento.,"Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 20:42:24,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Esporadicamente,Sempre,Com frequência,"Nunca usei, mas tenho curiosidade",Sempre,Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade",Sempre,Sempre,Sempre,"Nunca usei, mas tenho curiosidade",,"Entendo como IA um programa que consegue realizar ações de acordo com certas diretrizes limites e se aprimorar para uma finalidade alvo, ao ser alimentado com informações condizentes (sendo elas de qualidade ou não)","Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 20:42:16,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,"Desconheço, Uso corriqueiramente",Com frequência,Sempre,Sempre,"Nunca usei, mas tenho curiosidade",Sempre,Sempre,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Sempre,"Nunca usei, mas tenho curiosidade",Sempre,Sempre,Sempre,"Nunca usei, mas tenho curiosidade",,Eu entendo como IA um programa que realiza ações baseadas em certos limites e que consegue evoluir ao depender das informações e finalidades que estiver exposta,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
12/04/2025 20:52:25,Estudante de graduação,Engenharia Elétrica,,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Somente testei,Somente testei,Uso corriqueiramente,Uso corriqueiramente,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"ferramenta que usa algoritmos para facilitar a vida no dia dia, simula comportamento humano de forma mais evoluída ",Tenho receio ou medo desta tecnologia,"Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
13/04/2025 14:50:00,Estudante de graduação,Engenharia Elétrica,,,,"Nunca usei, mas pretendo",Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Desconheço,,,,,,,,,,,,,,,,,"Um programa que possui uma base de dados extensa e por isso demonstra ""conhecimento"" e ""inteligência"" acerca de vários temas.",Não tenho opinião formada,"Impactos ambientais, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
13/04/2025 15:16:24,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Uso esporadicamente,Somente testei,Somente testei,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Uso corriqueiramente,Com frequência,Com frequência,Esporadicamente,Esporadicamente,Com frequência,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,"Elas são uma ferramenta mas como todo banco de dados, precisar ser analisado, não acreditar fielmente em tudo. ","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impacto na pesquisa, Impacto na qualidade de ensino"
13/04/2025 16:30:29,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Uso corriqueiramente,Uso corriqueiramente,Somente testei,Desconheço,Desconheço,Desconheço,Uso corriqueiramente,Desconheço,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Sempre,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,"É uma inteligência relacionadas a maquinas, em outras palavras é uma programação especifica que faz com que maquinas possam ""aprender"" conteúdos, uma vez expostos a eles. ","Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
13/04/2025 16:44:35,Estudante de graduação,Cooperativismo,,,,Uso esporadicamente,Somente testei,Somente testei,Desconheço,Desconheço,Somente testei,Somente testei,Desconheço,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Esporadicamente,Esporadicamente,,Prefiro não opinar ,Acredito que vai potencializar as habilidades e capacidades humanas,"Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
13/04/2025 17:37:34,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Uso corriqueiramente,Somente testei,Apenas ouvi falar,Apenas ouvi falar,Somente testei,Uso corriqueiramente,Uso corriqueiramente,Com frequência,Com frequência,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Com frequência,Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Com frequência,Com frequência,"Nunca usei, mas tenho curiosidade",Orga,Um programa que é capaz de  auto aperfeiçoar através da coleta de dados.,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Ética, Impacto na qualidade de ensino"
14/04/2025 00:55:48,Estudante de graduação,"Secretariado Executivo Trilíngue – Português, Francês e Inglês",,,,Uso esporadicamente,Uso corriqueiramente,Uso corriqueiramente,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Apenas ouvi falar,Desconheço,Esporadicamente,Com frequência,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"Entendo como um programa, aplicativo ou site que consegue realizar diversas tarefas por meio de aprendizado prévio.","Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino"
14/04/2025 08:34:41,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Somente testei,Apenas ouvi falar,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Esporadicamente,Com frequência,Esporadicamente,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,Nunca usei e não pretendo,,Não entendo muito,Acredito que é uma ameaça à qualidade do aprendizado humano,Impacto na qualidade de ensino
14/04/2025 10:46:24,Estudante de graduação,Química (Bacharelado/Licenciatura),,,,Incorporei ao meu dia-a-dia,Somente testei,Somente testei,Apenas ouvi falar,Desconheço,Desconheço,Somente testei,Desconheço,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Com frequência,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Com frequência,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,,Prefiro não opinar ,"Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
14/04/2025 14:59:02,Estudante de graduação,Serviço Social,,,,Uso esporadicamente,Uso corriqueiramente,Somente testei,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,A Ia hoje em dia eu acho que vai tomar diversas profissões por ser muito inteligente 🧠,"Não tenho opinião formada, Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça à qualidade do aprendizado humano, Acredito que é uma ameaça ao trabalho humano, Vejo com bons olhos a adoção ampla de IA nas atividades humanas, Vejo com bons olhos a adoção de IA nas atividades humanas, mas mantendo certa desconfiança","Impactos ambientais, Ética, Segurança e privacidade, Impacto na pesquisa, Impacto na qualidade de ensino, Eventos explicando melhor a tecnologia, em termos técnicos"
14/04/2025 21:01:08,Estudante de graduação,Agronomia,,,,Uso esporadicamente,Somente testei,Apenas ouvi falar,Somente testei,Desconheço,Desconheço,Desconheço,Desconheço,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,"Nunca usei, mas tenho curiosidade",Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,"Na minha opinião a Inteligência Artificial é um tipo de sistema que tem a função de auxiliar as pessoas em suas atividades e tarefas do cotidiano, ajudando a organizar melhor a rotina, resolvendo ""problemas"" e imprevistos, etc.",Acredito que é algo que veio para ficar,"Segurança e privacidade, Eventos explicando melhor a tecnologia, em termos técnicos"
14/04/2025 23:55:06,Estudante de graduação,Agronomia,,,,Uso corriqueiramente,Uso corriqueiramente,Uso corriqueiramente,Desconheço,Desconheço,Desconheço,Desconheço,Desconheço,Com frequência,Com frequência,Esporadicamente,Esporadicamente,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Com frequência,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",,"Ferramenta criada pelo homem com o intuito de otimizar, facilitar, e inovar idéias, ações, e atividades.","Tenho receio ou medo desta tecnologia, Acredito que é algo que veio para ficar, Acredito que vai potencializar as habilidades e capacidades humanas, Acredito que é uma ameaça ao trabalho humano","Impactos ambientais, Ética, Segurança e privacidade, Eventos explicando melhor a tecnologia, em termos técnicos"
15/04/2025 09:22:12,Estudante de graduação,Pedagogia,,,,Uso esporadicamente,Uso corriqueiramente,Apenas ouvi falar,"Desconheço, Apenas ouvi falar",Desconheço,Desconheço,Desconheço,Desconheço,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Esporadicamente,Esporadicamente,Esporadicamente,Nunca usei e não pretendo,"Nunca usei, mas tenho curiosidade","Nunca usei, mas tenho curiosidade",Nunca usei e não pretendo,Esporadicamente,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,Nunca usei e não pretendo,,A inteligência artificial no meu entendimento é um avanço tecnológico capaz de simplificar ações que anteriormente deveriam ser observadas por um longo período mas que muitas das vezes hoje em dia pode ser adquirida com apenas uma pergunta.,Acredito que vai potencializar as habilidades e capacidades humanas,"Ética, Impacto na pesquisa"
